"Cluster","Gene"
"HSA-MIR-22-3P","HTR2C"
"HSA-MIR-221-3P","FOS"
"HSA-MIR-221-3P","SOCS3"
"HSA-MIR-221-3P","RAD51"
"HSA-MIR-221-5P","RUNX2"
"HSA-MIR-222-3P","FOS"
"HSA-MIR-222-3P","RUNX2"
"HSA-MIR-223-3P","RHOB"
"HSA-MIR-223-3P","ARTN"
"HSA-MIR-223-3P","ECT2"
"HSA-MIR-223-3P","CXCL2"
"HSA-MIR-224-5P","FOSB"
"HSA-MIR-224-5P","HOXD10"
"HSA-MIR-23B-3P","RUNX2"
"HSA-MIR-24-3P","BRCA1"
"HSA-MIR-24-3P","SLC6A4"
"HSA-MIR-24-3P","FEN1"
"HSA-MIR-24-3P","CDKN2A"
"HSA-MIR-26A-1-3P","ACSL4"
"HSA-MIR-26A-1-3P","CDC25A"
"HSA-MIR-26A-5P","CDC6"
"HSA-MIR-27A-3P","SLC7A11"
"HSA-MIR-27A-3P","LDLR"
"HSA-MIR-27A-3P","PRKAA2"
"HSA-MIR-27A-3P","MRC1"
"HSA-MIR-27A-3P","SLC6A8"
"HSA-MIR-27B-3P","SHC1"
"HSA-MIR-27B-3P","NR5A2"
"HSA-MIR-27B-3P","LDLR"
"HSA-MIR-27B-3P","CDH5"
"HSA-MIR-28-5P","MAD2L1"
"HSA-MIR-296-3P","CX3CR1"
"HSA-MIR-296-5P","KDR"
"HSA-MIR-29A-3P","LPL"
"HSA-MIR-29A-3P","CD93"
"HSA-MIR-29A-3P","ZFP36"
"HSA-MIR-29B-1-5P","JUND"
"HSA-MIR-29B-3P","AQP4"
"HSA-MIR-29B-3P","FOS"
"HSA-MIR-29C-3P","GAPDH"
"HSA-MIR-302D-3P","NR4A2"
"HSA-MIR-30A-3P","RUNX2"
"HSA-MIR-30A-5P","FOXL2"
"HSA-MIR-30A-5P","ERG"
"HSA-MIR-30A-5P","RAB38"
"HSA-MIR-30A-5P","RUNX2"
"HSA-MIR-30B-5P","ERG"
"HSA-MIR-30B-5P","HOXA1"
"HSA-MIR-30B-5P","RUNX2"
"HSA-MIR-30C-5P","SOCS3"
"HSA-MIR-30C-5P","RUNX2"
"HSA-MIR-30D-5P","RUNX2"
"HSA-MIR-30E-5P","MYBL2"
"HSA-MIR-31-5P","PRKCE"
"HSA-MIR-31-5P","SPRY4"
"HSA-MIR-31-5P","MCM2"
"HSA-MIR-320A","HSPB6"
"HSA-MIR-320A","NPR1"
"HSA-MIR-320A","AQP4"
"HSA-MIR-320A","SUZ12"
"HSA-MIR-320A","RUNX2"
"HSA-MIR-324-5P","SMO"
"HSA-MIR-326","SMO"
"HSA-MIR-330-3P","MSI1"
"HSA-MIR-335-5P","BIRC5"
"HSA-MIR-335-5P","BRCA1"
"HSA-MIR-335-5P","TRIM29"
"HSA-MIR-335-5P","SOX17"
"HSA-MIR-335-5P","RUNX2"
"HSA-MIR-337-5P","HOXB7"
"HSA-MIR-338-3P","PREX2"
"HSA-MIR-338-3P","SMO"
"HSA-MIR-340-5P","SOX2"
"HSA-MIR-342-3P","BMP7"
"HSA-MIR-345-5P","ABCC1"
"HSA-MIR-346","ZFP36"
"HSA-MIR-34A-5P","GALNT7"
"HSA-MIR-34A-5P","MAGEA2"
"HSA-MIR-34A-5P","BIRC5"
"HSA-MIR-34A-5P","ACSL4"
"HSA-MIR-34A-5P","BMP7"
"HSA-MIR-34A-5P","KLB"
"HSA-MIR-34A-5P","NR4A2"
"HSA-MIR-34A-5P","IGF2BP3"
"HSA-MIR-34A-5P","CDC25A"
"HSA-MIR-34A-5P","SOX2"
"HSA-MIR-34A-5P","FOS"
"HSA-MIR-34A-5P","HDAC1"
"HSA-MIR-34A-5P","RCAN1"
"HSA-MIR-34A-5P","RAD51"
"HSA-MIR-34A-5P","CDKN2A"
"HSA-MIR-34B-3P","GALNT7"
"HSA-MIR-34B-3P","SOX2"
"HSA-MIR-34C-5P","GALNT7"
"HSA-MIR-34C-5P","GABRA3"
"HSA-MIR-34C-5P","SOX2"
"HSA-MIR-34C-5P","UNG"
"HSA-MIR-34C-5P","RUNX2"
"HSA-MIR-365A-3P","SHC1"
"HSA-MIR-365A-3P","CDC25A"
"HSA-MIR-369-5P","FABP4"
"HSA-MIR-371A-5P","SOX2"
"HSA-MIR-372-3P","NR4A2"
"HSA-MIR-373-3P","TXNIP"
"HSA-MIR-375","MST1R"
"HSA-MIR-376A-3P","TTK"
"HSA-MIR-376A-3P","KLF15"
"HSA-MIR-376A-5P","TTK"
"HSA-MIR-376C-3P","NR5A2"
"HSA-MIR-376C-3P","RUNX2"
"HSA-MIR-378A-3P","GALNT7"
"HSA-MIR-378A-3P","PGR"
"HSA-MIR-3940-5P","USP28"
"HSA-MIR-410-3P","CCNB1"
"HSA-MIR-411-5P","SPRY4"
"HSA-MIR-424-5P","KIF23"
"HSA-MIR-424-5P","CDC25A"
"HSA-MIR-429","SHC1"
"HSA-MIR-429","SOX2"
"HSA-MIR-429","DLC1"
"HSA-MIR-432-5P","NES"
"HSA-MIR-433-3P","RUNX2"
"HSA-MIR-449A","CDC25A"
"HSA-MIR-449A","FOS"
"HSA-MIR-449A","TSEN15"
"HSA-MIR-449A","HDAC1"
"HSA-MIR-449B-5P","CDC25A"
"HSA-MIR-449B-5P","HDAC1"
"HSA-MIR-450B-5P","SOX2"
"HSA-MIR-483-3P","DLC1"
"HSA-MIR-487B-3P","SUZ12"
"HSA-MIR-488-3P","SLC39A8"
"HSA-MIR-490-5P","FOS"
"HSA-MIR-494-3P","BIRC5"
"HSA-MIR-497-5P","BIRC5"
"HSA-MIR-497-5P","CDC25A"
"HSA-MIR-497-5P","RUNX2"
"HSA-MIR-498","BRCA1"
"HSA-MIR-499A-5P","VAV3"
"HSA-MIR-503-5P","CDC25A"
"HSA-MIR-520H","HDAC1"
"HSA-MIR-520H","SMAD6"
"HSA-MIR-522-3P","SOX2"
"HSA-MIR-524-5P","TTK"
"HSA-MIR-532-5P","CXCL2"
"HSA-MIR-539-5P","SPAG5"
"HSA-MIR-542-3P","BIRC5"
"HSA-MIR-542-3P","BMP7"
"HSA-MIR-548B-3P","CCNB1"
"HSA-MIR-552-3P","BIRC5"
"HSA-MIR-5582-5P","SHC1"
"HSA-MIR-625-5P","SOX2"
"HSA-MIR-628-3P","RUNX2"
"HSA-MIR-638","SOX2"
"HSA-MIR-644A","GAPDH"
"HSA-MIR-655-3P","PTTG1"
"HSA-MIR-663A","JUND"
"HSA-MIR-675-5P","CDC6"
"HSA-MIR-7-5P","HELLS"
"HSA-MIR-7-5P","FOS"
"HSA-MIR-7-5P","ABCC1"
"HSA-MIR-7-5P","XRCC2"
"HSA-MIR-708-5P","BIRC5"
"HSA-MIR-874-3P","HDAC1"
"HSA-MIR-886-3P","CDC6"
"HSA-MIR-9-5P","CD34"
"HSA-MIR-9-5P","UHRF1"
"HSA-MIR-9-5P","IGF2BP3"
"HSA-MIR-9-5P","ABCC1"
"HSA-MIR-92A-1-5P","KLF2"
"HSA-MIR-92A-3P","KLF2"
"HSA-MIR-939-5P","SLC34A2"
"HSA-MIR-940","DUSP1"
"HSA-MIR-944","HECW2"
"HSA-MIR-96-5P","SLC1A1"
"HSA-MIR-96-5P","RAD51"
"HSA-MIR-99A-5P","HOXA1"
"HSA-LET-7A-5P","HMGA1"
"HSA-LET-7A-5P","EZH2"
"HSA-LET-7A-5P","IL6"
"HSA-LET-7B-5P","IGF1R"
"HSA-LET-7B-5P","ACVR1"
"HSA-LET-7B-5P","HMGA1"
"HSA-LET-7B-5P","EZH2"
"HSA-LET-7C-5P","IGF1R"
"HSA-LET-7C-5P","IL6"
"HSA-LET-7E-5P","IGF1R"
"HSA-LET-7E-5P","EZH2"
"HSA-LET-7F-5P","SOCS3"
"HSA-LET-7F-5P","IL6"
"HSA-LET-7G-5P","CDKN2A"
"HSA-MIR-1-3P","YWHAZ"
"HSA-MIR-1-3P","TKT"
"HSA-MIR-1-3P","PRKCE"
"HSA-MIR-1-3P","MYOCD"
"HSA-MIR-100-5P","IGF1R"
"HSA-MIR-101-3P","DUSP1"
"HSA-MIR-101-3P","MCL1"
"HSA-MIR-101-3P","FOS"
"HSA-MIR-101-3P","CDH5"
"HSA-MIR-101-3P","EZH2"
"HSA-MIR-101-5P","FOS"
"HSA-MIR-101-5P","EZH2"
"HSA-MIR-103A-3P","GPD1"
"HSA-MIR-103A-3P","SERPINB5"
"HSA-MIR-103A-3P","RAD51"
"HSA-MIR-106A-5P","BMP2"
"HSA-MIR-106B-3P","BMP2"
"HSA-MIR-107","PRKCE"
"HSA-MIR-107","SERPINB5"
"HSA-MIR-107","RAD51"
"HSA-MIR-107","IL6"
"HSA-MIR-10B-5P","HOXD10"
"HSA-MIR-10B-5P","SDC1"
"HSA-MIR-10B-5P","NR4A3"
"HSA-MIR-10B-5P","KL"
"HSA-MIR-10B-5P","HTATIP2"
"HSA-MIR-10B-5P","CDKN2A"
"HSA-MIR-122-5P","IGF1R"
"HSA-MIR-122-5P","FAM117B"
"HSA-MIR-122-5P","SLC7A11"
"HSA-MIR-122-5P","ATP1A2"
"HSA-MIR-122-5P","PDK4"
"HSA-MIR-122-5P","TRIB1"
"HSA-MIR-1236-3P","FLT4"
"HSA-MIR-1236-3P","KDR"
"HSA-MIR-124-3P","HMGA1"
"HSA-MIR-124-3P","NFKBIZ"
"HSA-MIR-124-3P","GRIA1"
"HSA-MIR-124-3P","EZH2"
"HSA-MIR-124-5P","NR4A1"
"HSA-MIR-125A-3P","EZH2"
"HSA-MIR-125A-3P","IL6"
"HSA-MIR-125A-5P","CD34"
"HSA-MIR-125A-5P","ESRRA"
"HSA-MIR-125A-5P","MCL1"
"HSA-MIR-125A-5P","NTRK3"
"HSA-MIR-125B-1-3P","TACSTD2"
"HSA-MIR-125B-2-3P","IGF1R"
"HSA-MIR-125B-5P","IGF1R"
"HSA-MIR-125B-5P","HMGA1"
"HSA-MIR-125B-5P","MCL1"
"HSA-MIR-125B-5P","CDH5"
"HSA-MIR-125B-5P","ALOX5"
"HSA-MIR-125B-5P","NTRK3"
"HSA-MIR-125B-5P","CDKN2A"
"HSA-MIR-126-3P","TEK"
"HSA-MIR-126-3P","EZH2"
"HSA-MIR-128-3P","NTRK3"
"HSA-MIR-129-5P","NR4A2"
"HSA-MIR-129-5P","IGF2BP3"
"HSA-MIR-1291","SLC2A1"
"HSA-MIR-1297","HMGA1"
"HSA-MIR-1303","CLDN18"
"HSA-MIR-130A-3P","ACVR1"
"HSA-MIR-130A-3P","HOXA5"
"HSA-MIR-130B-3P","LDLR"
"HSA-MIR-132-3P","SLC2A1"
"HSA-MIR-133A-3P","SGMS2"
"HSA-MIR-133A-3P","IGF1R"
"HSA-MIR-133A-3P","MCL1"
"HSA-MIR-133A-3P","SNX30"
"HSA-MIR-133A-3P","FSCN1"
"HSA-MIR-133A-5P","FSCN1"
"HSA-MIR-133B","IGF1R"
"HSA-MIR-133B","PPP2R2D"
"HSA-MIR-133B","MCL1"
"HSA-MIR-133B","FSCN1"
"HSA-MIR-135A-5P","ESRRA"
"HSA-MIR-135A-5P","SLC6A4"
"HSA-MIR-135A-5P","TXNIP"
"HSA-MIR-136-5P","IL6"
"HSA-MIR-137","ESRRA"
"HSA-MIR-137","EZH2"
"HSA-MIR-137","MSI1"
"HSA-MIR-138-5P","IGF1R"
"HSA-MIR-138-5P","EZH2"
"HSA-MIR-139-5P","IGF1R"
"HSA-MIR-139-5P","MCL1"
"HSA-MIR-139-5P","NR5A2"
"HSA-MIR-139-5P","FOS"
"HSA-MIR-140-5P","IGF1R"
"HSA-MIR-141-3P","KEAP1"
"HSA-MIR-141-3P","IGF1R"
"HSA-MIR-141-3P","NR0B2"
"HSA-MIR-141-5P","KEAP1"
"HSA-MIR-142-3P","HMGA1"
"HSA-MIR-142-5P","NFE2L2"
"HSA-MIR-143-3P","IGF1R"
"HSA-MIR-143-3P","SDC1"
"HSA-MIR-143-3P","FSCN1"
"HSA-MIR-144-3P","NFE2L2"
"HSA-MIR-144-3P","EZH2"
"HSA-MIR-145-5P","IGF1R"
"HSA-MIR-145-5P","EPAS1"
"HSA-MIR-145-5P","RTKN"
"HSA-MIR-145-5P","SPTBN1"
"HSA-MIR-145-5P","NUDT1"
"HSA-MIR-145-5P","FSCN1"
"HSA-MIR-145-5P","MYOCD"
"HSA-MIR-146A-5P","DUSP1"
"HSA-MIR-146A-5P","HOXD10"
"HSA-MIR-146A-5P","FAF1"
"HSA-MIR-146A-5P","PRKCE"
"HSA-MIR-146A-5P","LRP2"
"HSA-MIR-146A-5P","IL6"
"HSA-MIR-146B-5P","IL6"
"HSA-MIR-148A-3P","ACVR1"
"HSA-MIR-148B-3P","SLC2A1"
"HSA-MIR-148B-3P","ACVR1"
"HSA-MIR-148B-5P","MCL1"
"HSA-MIR-149-5P","IL6"
"HSA-MIR-150-3P","IGF1R"
"HSA-MIR-150-5P","BIRC5"
"HSA-MIR-150-5P","SLC2A1"
"HSA-MIR-151A-3P","NTRK3"
"HSA-MIR-151A-5P","SOX17"
"HSA-MIR-152-3P","IGF1R"
"HSA-MIR-153-3P","MCL1"
"HSA-MIR-153-3P","NFE2L2"
"HSA-MIR-155-5P","YWHAZ"
"HSA-MIR-155-5P","OLR1"
"HSA-MIR-155-5P","FOS"
"HSA-MIR-155-5P","RAD51"
"HSA-MIR-15A-5P","HMGA1"
"HSA-MIR-15A-5P","CHEK1"
"HSA-MIR-15B-3P","IGF1R"
"HSA-MIR-15B-5P","KDR"
"HSA-MIR-15B-5P","PEBP4"
"HSA-MIR-15B-5P","TRIM29"
"HSA-MIR-15B-5P","CHEK1"
"HSA-MIR-15B-5P","SOCS3"
"HSA-MIR-16-5P","KDR"
"HSA-MIR-16-5P","BIRC5"
"HSA-MIR-16-5P","IGF1R"
"HSA-MIR-16-5P","HMGA1"
"HSA-MIR-16-5P","SLC6A4"
"HSA-MIR-16-5P","CHEK1"
"HSA-MIR-16-5P","SOCS3"
"HSA-MIR-16-5P","UNG"
"HSA-MIR-17-3P","KDR"
"HSA-MIR-17-3P","GPX2"
"HSA-MIR-17-5P","EPAS1"
"HSA-MIR-17-5P","UBE2C"
"HSA-MIR-17-5P","BMP2"
"HSA-MIR-17-5P","LDLR"
"HSA-MIR-181A-5P","MCL1"
"HSA-MIR-181A-5P","FOS"
"HSA-MIR-181B-5P","IGF1R"
"HSA-MIR-181B-5P","VSNL1"
"HSA-MIR-181B-5P","MCL1"
"HSA-MIR-181B-5P","FOS"
"HSA-MIR-182-5P","RARG"
"HSA-MIR-182-5P","SATB2"
"HSA-MIR-182-5P","NDRG1"
"HSA-MIR-182-5P","PDK4"
"HSA-MIR-185-5P","MCM10"
"HSA-MIR-185-5P","IGF1R"
"HSA-MIR-185-5P","EPAS1"
"HSA-MIR-185-5P","HMGA1"
"HSA-MIR-185-5P","TRIM29"
"HSA-MIR-185-5P","ARC"
"HSA-MIR-185-5P","NTRK3"
"HSA-MIR-185-5P","EZH2"
"HSA-MIR-190A-5P","KCNQ5"
"HSA-MIR-192-5P","MCM10"
"HSA-MIR-192-5P","MAD2L1"
"HSA-MIR-193A-3P","MCL1"
"HSA-MIR-193B-3P","YWHAZ"
"HSA-MIR-193B-3P","MCL1"
"HSA-MIR-193B-3P","RAD51"
"HSA-MIR-194-5P","SOCS2"
"HSA-MIR-194-5P","IGF1R"
"HSA-MIR-195-5P","KDR"
"HSA-MIR-195-5P","BIRC5"
"HSA-MIR-195-5P","HMGA1"
"HSA-MIR-195-5P","CHEK1"
"HSA-MIR-196A-5P","HOXC8"
"HSA-MIR-196A-5P","HMGA1"
"HSA-MIR-196A-5P","HOXA5"
"HSA-MIR-196A-5P","HOXB7"
"HSA-MIR-196A-5P","MAMDC2"
"HSA-MIR-196A-5P","KRT5"
"HSA-MIR-196B-5P","HOXC8"
"HSA-MIR-196B-5P","HOXB7"
"HSA-MIR-196B-5P","FOS"
"HSA-MIR-198","NTRK3"
"HSA-MIR-199A-3P","KDR"
"HSA-MIR-199A-5P","FZD4"
"HSA-MIR-199A-5P","RND1"
"HSA-MIR-199A-5P","LDLR"
"HSA-MIR-199A-5P","KL"
"HSA-MIR-199A-5P","EZH2"
"HSA-MIR-199A-5P","UNG"
"HSA-MIR-199A-5P","DRAM1"
"HSA-MIR-19A-3P","ADRB1"
"HSA-MIR-19A-3P","NR4A2"
"HSA-MIR-19A-3P","HOXA5"
"HSA-MIR-19A-3P","ALOX5"
"HSA-MIR-19A-3P","SOCS3"
"HSA-MIR-19B-1-5P","KDR"
"HSA-MIR-200A-3P","KEAP1"
"HSA-MIR-200A-3P","AREG"
"HSA-MIR-200A-3P","DLC1"
"HSA-MIR-200A-3P","EZH2"
"HSA-MIR-200A-5P","SOX17"
"HSA-MIR-200B-3P","KDR"
"HSA-MIR-200B-3P","DLC1"
"HSA-MIR-200B-3P","EZH2"
"HSA-MIR-200B-3P","FSCN1"
"HSA-MIR-200C-3P","KDR"
"HSA-MIR-200C-3P","DUSP1"
"HSA-MIR-200C-3P","CFL2"
"HSA-MIR-200C-3P","NTRK2"
"HSA-MIR-200C-3P","DLC1"
"HSA-MIR-203A-3P","BIRC5"
"HSA-MIR-203A-3P","SOCS3"
"HSA-MIR-204-5P","TXNIP"
"HSA-MIR-204-5P","NTRK2"
"HSA-MIR-205-5P","ACSL4"
"HSA-MIR-205-5P","SATB2"
"HSA-MIR-206","TKT"
"HSA-MIR-206","NR4A2"
"HSA-MIR-20A-3P","NR4A3"
"HSA-MIR-20A-5P","EPAS1"
"HSA-MIR-20A-5P","UBE2C"
"HSA-MIR-20A-5P","MCL1"
"HSA-MIR-21-3P","HPGD"
"HSA-MIR-21-5P","TCF21"
"HSA-MIR-21-5P","IGF1R"
"HSA-MIR-21-5P","HPGD"
"HSA-MIR-21-5P","MTAP"
"HSA-MIR-21-5P","SERPINB5"
"HSA-MIR-210-3P","HSD17B1"
"HSA-MIR-211-5P","SATB2"
"HSA-MIR-211-5P","TXNIP"
"HSA-MIR-211-5P","CDH5"
"HSA-MIR-214-3P","BIRC5"
"HSA-MIR-214-3P","EZH2"
"HSA-MIR-214-5P","IGF1R"
"HSA-MIR-217","IGF1R"
"HSA-MIR-217","NR4A2"
"HSA-MIR-217","EZH2"
"HSA-MIR-218-5P","BIRC5"
"HSA-MIR-22-3P","SLC2A1"
"HSA-MIR-22-3P","HTR2C"
"HSA-MIR-22-3P","NTRK2"
"HSA-MIR-22-5P","YWHAZ"
"HSA-MIR-221-3P","DVL2"
"HSA-MIR-221-3P","ASZ1"
"HSA-MIR-221-3P","FOS"
"HSA-MIR-221-3P","SOCS3"
"HSA-MIR-221-3P","RAD51"
"HSA-MIR-222-3P","FOS"
"HSA-MIR-223-3P","IGF1R"
"HSA-MIR-223-3P","ARTN"
"HSA-MIR-223-3P","ECT2"
"HSA-MIR-223-3P","CXCL2"
"HSA-MIR-223-3P","IL6"
"HSA-MIR-223-5P","IGF1R"
"HSA-MIR-224-5P","FOSB"
"HSA-MIR-224-5P","HOXD10"
"HSA-MIR-224-5P","TRIB1"
"HSA-MIR-24-3P","FAF1"
"HSA-MIR-24-3P","FGF11"
"HSA-MIR-24-3P","CDK1"
"HSA-MIR-24-3P","SLC6A4"
"HSA-MIR-24-3P","CHEK1"
"HSA-MIR-24-3P","CDKN2A"
"HSA-MIR-24-3P","FSCN1"
"HSA-MIR-25-3P","EZH2"
"HSA-MIR-25-3P","DSC2"
"HSA-MIR-26A-1-3P","ACSL4"
"HSA-MIR-26A-5P","ACVR1"
"HSA-MIR-26A-5P","CDC6"
"HSA-MIR-26A-5P","HMGA1"
"HSA-MIR-26A-5P","MCL1"
"HSA-MIR-26A-5P","HOXA5"
"HSA-MIR-26A-5P","ARL4C"
"HSA-MIR-26A-5P","CHEK1"
"HSA-MIR-26A-5P","EZH2"
"HSA-MIR-26A-5P","PLOD2"
"HSA-MIR-26A-5P","IL6"
"HSA-MIR-26B-5P","IGF1R"
"HSA-MIR-26B-5P","ARL4C"
"HSA-MIR-26B-5P","EZH2"
"HSA-MIR-26B-5P","PLOD2"
"HSA-MIR-27A-3P","YWHAZ"
"HSA-MIR-27A-3P","SLC7A11"
"HSA-MIR-27A-3P","LDLR"
"HSA-MIR-27A-3P","NFE2L2"
"HSA-MIR-27A-3P","SLC6A8"
"HSA-MIR-27B-3P","NR5A2"
"HSA-MIR-27B-3P","LDLR"
"HSA-MIR-27B-3P","CRISP2"
"HSA-MIR-27B-3P","CDH5"
"HSA-MIR-28-5P","MAD2L1"
"HSA-MIR-296-3P","CX3CR1"
"HSA-MIR-296-5P","KDR"
"HSA-MIR-296-5P","HMGA1"
"HSA-MIR-29A-3P","LPL"
"HSA-MIR-29A-3P","KEAP1"
"HSA-MIR-29A-3P","CD93"
"HSA-MIR-29A-3P","ZFP36"
"HSA-MIR-29A-3P","MCL1"
"HSA-MIR-29B-1-5P","JUND"
"HSA-MIR-29B-3P","MCL1"
"HSA-MIR-29B-3P","AQP4"
"HSA-MIR-29B-3P","FOS"
"HSA-MIR-29C-3P","FZD4"
"HSA-MIR-29C-3P","MCL1"
"HSA-MIR-301A-3P","NKRF"
"HSA-MIR-302A-3P","SDC1"
"HSA-MIR-302A-3P","CDK1"
"HSA-MIR-302B-3P","MCL1"
"HSA-MIR-302D-3P","NR4A2"
"HSA-MIR-30A-5P","UBE3C"
"HSA-MIR-30C-2-3P","ATF3"
"HSA-MIR-30C-5P","MCL1"
"HSA-MIR-30C-5P","SOCS3"
"HSA-MIR-30D-5P","EZH2"
"HSA-MIR-31-5P","SATB2"
"HSA-MIR-31-5P","TBXA2R"
"HSA-MIR-31-5P","CDK1"
"HSA-MIR-31-5P","PRKCE"
"HSA-MIR-31-5P","SPRY4"
"HSA-MIR-320A","YWHAZ"
"HSA-MIR-320A","IGF1R"
"HSA-MIR-320A","HSPB6"
"HSA-MIR-320A","MCL1"
"HSA-MIR-320A","NPR1"
"HSA-MIR-320A","AQP4"
"HSA-MIR-320C","EZH2"
"HSA-MIR-324-3P","DVL2"
"HSA-MIR-326","FSCN1"
"HSA-MIR-330-3P","CCBE1"
"HSA-MIR-330-3P","NTRK3"
"HSA-MIR-330-3P","MSI1"
"HSA-MIR-335-5P","BIRC5"
"HSA-MIR-335-5P","IGF1R"
"HSA-MIR-335-5P","TRIM29"
"HSA-MIR-335-5P","SIAH2"
"HSA-MIR-335-5P","SOX17"
"HSA-MIR-337-5P","HOXB7"
"HSA-MIR-338-3P","PREX2"
"HSA-MIR-339-3P","MCL1"
"HSA-MIR-33A-5P","SATB2"
"HSA-MIR-340-3P","EZH2"
"HSA-MIR-345-5P","NTRK3"
"HSA-MIR-346","ZFP36"
"HSA-MIR-34A-5P","MAGEA2"
"HSA-MIR-34A-5P","BIRC5"
"HSA-MIR-34A-5P","ACSL4"
"HSA-MIR-34A-5P","KLB"
"HSA-MIR-34A-5P","NR4A2"
"HSA-MIR-34A-5P","IGF2BP3"
"HSA-MIR-34A-5P","FOS"
"HSA-MIR-34A-5P","MAGEA6"
"HSA-MIR-34A-5P","RAD51"
"HSA-MIR-34A-5P","CDKN2A"
"HSA-MIR-34A-5P","MAGEA3"
"HSA-MIR-34C-5P","RARG"
"HSA-MIR-34C-5P","PABPC1"
"HSA-MIR-34C-5P","UNG"
"HSA-MIR-365A-3P","ACVR1"
"HSA-MIR-365A-3P","IL6"
"HSA-MIR-372-3P","NR4A2"
"HSA-MIR-373-3P","TXNIP"
"HSA-MIR-375","YWHAZ"
"HSA-MIR-375","IGF1R"
"HSA-MIR-376A-3P","IGF1R"
"HSA-MIR-376A-3P","TTK"
"HSA-MIR-376A-3P","KLF15"
"HSA-MIR-376A-5P","TTK"
"HSA-MIR-376C-3P","IGF1R"
"HSA-MIR-376C-3P","NR5A2"
"HSA-MIR-378A-3P","IGF1R"
"HSA-MIR-383-5P","IGF1R"
"HSA-MIR-384","NTRK3"
"HSA-MIR-411-5P","SPRY4"
"HSA-MIR-422A","FOXE1"
"HSA-MIR-424-5P","ANLN"
"HSA-MIR-424-5P","KIF23"
"HSA-MIR-424-5P","SOCS2"
"HSA-MIR-424-5P","CHEK1"
"HSA-MIR-429","DLC1"
"HSA-MIR-429","EZH2"
"HSA-MIR-429","FSCN1"
"HSA-MIR-433-5P","GCLM"
"HSA-MIR-4458","IGF1R"
"HSA-MIR-448","IGF1R"
"HSA-MIR-449A","FOS"
"HSA-MIR-451A","IL6"
"HSA-MIR-483-3P","PARD3"
"HSA-MIR-483-3P","DLC1"
"HSA-MIR-485-3P","NTRK3"
"HSA-MIR-485-5P","APOA5"
"HSA-MIR-486-5P","IGF1R"
"HSA-MIR-488-3P","SLC39A8"
"HSA-MIR-490-5P","FOS"
"HSA-MIR-493-3P","FZD4"
"HSA-MIR-494-3P","BIRC5"
"HSA-MIR-494-3P","IGF1R"
"HSA-MIR-494-3P","ATF3"
"HSA-MIR-494-3P","SDC1"
"HSA-MIR-497-5P","BIRC5"
"HSA-MIR-497-5P","ESRRA"
"HSA-MIR-497-5P","IGF1R"
"HSA-MIR-497-5P","CHEK1"
"HSA-MIR-499A-5P","VAV3"
"HSA-MIR-503-5P","ANLN"
"HSA-MIR-503-5P","IGF1R"
"HSA-MIR-503-5P","CHEK1"
"HSA-MIR-509-3P","NTRK3"
"HSA-MIR-512-5P","MCL1"
"HSA-MIR-518A-5P","MCL1"
"HSA-MIR-518C-3P","HSD17B1"
"HSA-MIR-520H","SMAD6"
"HSA-MIR-522-3P","PTGR1"
"HSA-MIR-524-5P","TTK"
"HSA-MIR-525-3P","ARRB1"
"HSA-MIR-532-5P","CXCL2"
"HSA-MIR-542-3P","BIRC5"
"HSA-MIR-552-3P","BIRC5"
"HSA-MIR-582-5P","MCL1"
"HSA-MIR-590-5P","ATF3"
"HSA-MIR-590-5P","OLR1"
"HSA-MIR-599","SATB2"
"HSA-MIR-617","NTRK3"
"HSA-MIR-625-5P","HMGA1"
"HSA-MIR-625-5P","NTRK3"
"HSA-MIR-630","IGF1R"
"HSA-MIR-631","UBE2C"
"HSA-MIR-661","MCL1"
"HSA-MIR-663A","JUND"
"HSA-MIR-663A","CDK1"
"HSA-MIR-675-5P","CDC6"
"HSA-MIR-7-1-3P","IGF1R"
"HSA-MIR-7-5P","KEAP1"
"HSA-MIR-7-5P","IGF1R"
"HSA-MIR-7-5P","SERPINB5"
"HSA-MIR-7-5P","FOS"
"HSA-MIR-708-5P","BIRC5"
"HSA-MIR-708-5P","EZH2"
"HSA-MIR-708-5P","TMEM88"
"HSA-MIR-765","NTRK3"
"HSA-MIR-768-5P","NTRK3"
"HSA-MIR-876-3P","MCL1"
"HSA-MIR-885-5P","IGF1R"
"HSA-MIR-885-5P","MCM5"
"HSA-MIR-886-3P","CDC6"
"HSA-MIR-886-3P","MCL1"
"HSA-MIR-892B","MCL1"
"HSA-MIR-9-5P","CD34"
"HSA-MIR-9-5P","IGF2BP3"
"HSA-MIR-9-5P","PRTG"
"HSA-MIR-9-5P","NTRK3"
"HSA-MIR-9-5P","IL6"
"HSA-MIR-9-5P","MYOCD"
"HSA-MIR-921","ANGPTL1"
"HSA-MIR-92A-1-5P","KLF2"
"HSA-MIR-92A-3P","KLF2"
"HSA-MIR-939-5P","SLC34A2"
"HSA-MIR-940","DUSP1"
"HSA-MIR-944","HECW2"
"HSA-MIR-96-5P","SLC1A1"
"HSA-MIR-96-5P","RAD51"
"HSA-MIR-98-5P","EZH2"
"HSA-MIR-98-5P","IL6"
"HSA-MIR-99A-5P","IGF1R"
"HSA-MIR-99B-5P","IGF1R"
"HSA-LET-7A-5P","HMGA1"
"HSA-LET-7B-5P","HMGA1"
"HSA-LET-7B-5P","IGF2BP2"
"HSA-LET-7F-5P","SOCS3"
